WARD_NAME,WARD_NO,date,mean
Ganesh Mandir ward,165,2005-04-01,2.69E-05
Karisandra,166,2005-04-01,2.69E-05
Yediyur,167,2005-04-01,2.69E-05
Banashankari Temple ward,180,2005-04-01,2.69E-05
Kumaraswamy Layout,181,2005-04-01,2.69E-05
Padmanabha Nagar,182,2005-04-01,2.69E-05
Lakkasandra,146,2005-04-01,2.69E-05
Adugodi,147,2005-04-01,2.69E-05
Ejipura,148,2005-04-01,2.69E-05
Koramangala,151,2005-04-01,2.69E-05
Suddagunte Palya,152,2005-04-01,2.69E-05
Sarakki,178,2005-04-01,2.69E-05
Jakkasandra,173,2005-04-01,2.69E-05
BTM Layout,176,2005-04-01,2.69E-05
Pattabhiram Nagar,168,2005-04-01,2.69E-05
Byrasandra,169,2005-04-01,2.69E-05
Shakambari Nagar,179,2005-04-01,2.69E-05
Varthuru,149,2005-04-01,2.67E-05
Bellanduru,150,2005-04-01,2.69E-05
Garudachar Playa,82,2005-04-01,2.69E-05
Kadugodi,83,2005-04-01,2.59E-05
Hagadur,84,2005-04-01,2.65E-05
Dodda Nekkundi,85,2005-04-01,2.69E-05
HSR Layout,174,2005-04-01,2.69E-05
Bommanahalli,175,2005-04-01,2.69E-05
Jaraganahalli,186,2005-04-01,2.69E-05
Puttenahalli,187,2005-04-01,2.69E-05
Bilekhalli,188,2005-04-01,2.69E-05
Hongasandra,189,2005-04-01,2.69E-05
Mangammanapalya,190,2005-04-01,2.69E-05
Singasandra,191,2005-04-01,2.69E-05
Arakere,193,2005-04-01,2.69E-05
Uttarahalli,184,2005-04-01,2.69E-05
Yelchenahalli,185,2005-04-01,2.69E-05
Begur,192,2005-04-01,2.69E-05
Gottigere,194,2005-04-01,2.69E-05
Konankunte,195,2005-04-01,2.69E-05
Anjanapura,196,2005-04-01,2.69E-05
Kempegowda Ward,1,2005-04-01,2.54E-05
K R Puram,52,2005-04-01,2.54E-05
Jnana Bharathi ward,129,2005-04-01,2.73E-05
Jayanagar East,170,2005-04-01,2.69E-05
Gurappanapalya,171,2005-04-01,2.69E-05
Chikkalsandra,183,2005-04-01,2.69E-05
Vasanthpura,197,2005-04-01,2.69E-05
J P Nagar,177,2005-04-01,2.69E-05
Madivala,172,2005-04-01,2.69E-05
Ramamurthy Nagar,26,2005-04-01,2.54E-05
Horamavu,25,2005-04-01,2.54E-05
Marathahalli,86,2005-04-01,2.69E-05
Hemmigepura,198,2005-04-01,2.74E-05
Chowdeswari Ward,2,2005-07-01,4.48E-05
Atturu,3,2005-07-01,4.48E-05
Yelahanka Satellite Town,4,2005-07-01,4.48E-05
Vijnanapura,51,2005-07-01,4.47E-05
Basavanapura,53,2005-07-01,4.48E-05
Hudi,54,2005-07-01,4.44E-05
Devasandra,55,2005-07-01,4.43E-05
A Narayanapura,56,2005-07-01,4.36E-05
Vijnana Nagar,81,2005-07-01,4.35E-05
HAL Airport,87,2005-07-01,4.35E-05
Dodda Bommasandra,10,2005-07-01,4.48E-05
Kuvempu Nagar,11,2005-07-01,4.48E-05
Jakkuru,5,2005-07-01,4.48E-05
Thanisandra,6,2005-07-01,4.48E-05
Byatarayanapura,7,2005-07-01,4.48E-05
Kodigehalli,8,2005-07-01,4.48E-05
Vidyaranyapura,9,2005-07-01,4.48E-05
Ullalu,130,2005-07-01,4.32E-05
Kengeri,159,2005-07-01,4.32E-05
Dodda Bidarakallu,40,2005-07-01,4.54E-05
Herohalli,72,2005-07-01,4.32E-05
Jalahalli,16,2005-07-01,4.48E-05
Rajarajeshwari Nagar,160,2005-07-01,4.35E-05
J P Park,17,2005-07-01,4.48E-05
Yeshwanthpura,37,2005-07-01,4.48E-05
HMT Ward,38,2005-07-01,4.48E-05
Lakshmi Devi Nagar,42,2005-07-01,4.48E-05
Laggere,69,2005-07-01,4.48E-05
Kottegepalya,73,2005-07-01,4.36E-05
Shettihalli,12,2005-07-01,4.48E-05
Mallasandra,13,2005-07-01,4.48E-05
Bagalakunte,14,2005-07-01,4.53E-05
T Dasarahalli,15,2005-07-01,4.48E-05
Chokkasandra,39,2005-07-01,4.50E-05
Peenya Industrial Area,41,2005-07-01,4.49E-05
Rajagopal Nagar,70,2005-07-01,4.47E-05
Hegganahalli,71,2005-07-01,4.46E-05
Vrisabhavathi Nagar,102,2005-07-01,4.35E-05
Nandini Layout,43,2005-07-01,4.48E-05
Marappana Palya,44,2005-07-01,4.48E-05
Nagapura,67,2005-07-01,4.46E-05
Mahalakshimpuram,68,2005-07-01,4.48E-05
Shakthi Ganapathi Nagar,74,2005-07-01,4.35E-05
Shankar Matt,75,2005-07-01,4.41E-05
Aramane Nagara,35,2005-07-01,4.47E-05
Mattikere,36,2005-07-01,4.48E-05
Malleswaram,45,2005-07-01,4.48E-05
Rajamahal Guttahalli,64,2005-07-01,4.45E-05
Kadu Malleshwar Ward,65,2005-07-01,4.45E-05
Subramanya Nagar,66,2005-07-01,4.48E-05
Gayithri Nagar,76,2005-07-01,4.37E-05
Radhakrishna Temple Ward,18,2005-07-01,4.48E-05
Sanjaya Nagar,19,2005-07-01,4.48E-05
Ganga Nagar,20,2005-07-01,4.48E-05
Hebbala,21,2005-07-01,4.48E-05
Vishwanath Nagenahalli,22,2005-07-01,4.48E-05
Manorayanapalya,33,2005-07-01,4.48E-05
Gangenahalli,34,2005-07-01,4.48E-05
Jayachamarajendra Nagar,46,2005-07-01,4.48E-05
Kushal Nagar,31,2005-07-01,4.48E-05
Kaval Bairasandra,32,2005-07-01,4.48E-05
Devara Jeevanahalli,47,2005-07-01,4.48E-05
Muneshwara Nagar,48,2005-07-01,4.48E-05
Sagayarapuram,60,2005-07-01,4.48E-05
S K Garden,61,2005-07-01,4.47E-05
Pulikeshinagar,78,2005-07-01,4.37E-05
Nagavara,23,2005-07-01,4.48E-05
HBR Layout,24,2005-07-01,4.48E-05
Banasavadi,27,2005-07-01,4.48E-05
Kammanahalli,28,2005-07-01,4.48E-05
Kacharkanahalli,29,2005-07-01,4.48E-05
Kadugondanahalli,30,2005-07-01,4.48E-05
Lingarajapura,49,2005-07-01,4.48E-05
Maruthi Seva Nagar,59,2005-07-01,4.41E-05
Konena Agrahara,113,2005-07-01,4.35E-05
Benniganahalli,50,2005-07-01,4.41E-05
C V Raman Nagar,57,2005-07-01,4.35E-05
New Tippasandara,58,2005-07-01,4.35E-05
Sarvagna Nagar,79,2005-07-01,4.35E-05
Hoysala Nagar,80,2005-07-01,4.35E-05
Jeevanbhima Nagar,88,2005-07-01,4.35E-05
Sampangiram Nagar,110,2005-07-01,4.35E-05
Ramaswamy Palya,62,2005-07-01,4.48E-05
Jayamahal,63,2005-07-01,4.37E-05
Halsoor,90,2005-07-01,4.35E-05
Bharathi Nagar,91,2005-07-01,4.35E-05
Shivaji Nagar,92,2005-07-01,4.35E-05
Vasanth Nagar,93,2005-07-01,4.35E-05
Shantala Nagar,111,2005-07-01,4.35E-05
Domlur,112,2005-07-01,4.35E-05
Agaram,114,2005-07-01,4.35E-05
Vannarpet,115,2005-07-01,4.35E-05
Nilasandra,116,2005-07-01,4.35E-05
Shanthi Nagar,117,2005-07-01,4.35E-05
Jogupalya,89,2005-07-01,4.35E-05
Chickpete,109,2005-07-01,4.35E-05
Cottonpete,120,2005-07-01,4.35E-05
Binnipete,121,2005-07-01,4.35E-05
Dattatreya Temple,77,2005-07-01,4.36E-05
Gandhinagar,94,2005-07-01,4.35E-05
Subhash Nagar,95,2005-07-01,4.35E-05
Okalipuram,96,2005-07-01,4.35E-05
Basaveshwara Nagar,100,2005-07-01,4.35E-05
Kamakshipalya,101,2005-07-01,4.35E-05
Shivanagara,107,2005-07-01,4.35E-05
Sriramamandir,108,2005-07-01,4.35E-05
Dayananda Nagar,97,2005-07-01,4.35E-05
Prakash Nagar,98,2005-07-01,4.35E-05
Rajaji Nagar,99,2005-07-01,4.35E-05
Kaveripura,103,2005-07-01,4.35E-05
Govindaraja Nagar,104,2005-07-01,4.35E-05
Agrahara Dasarahalli,105,2005-07-01,4.35E-05
Dr. Raj Kumar Ward,106,2005-07-01,4.35E-05
Marenahalli,125,2005-07-01,4.35E-05
Maruthi Mandir ward,126,2005-07-01,4.35E-05
Mudalapalya,127,2005-07-01,4.35E-05
Nagarabhavi,128,2005-07-01,4.35E-05
Nayandahalli,131,2005-07-01,4.35E-05
Kempapura Agrahara,122,2005-07-01,4.35E-05
Vijayanagar,123,2005-07-01,4.35E-05
Hosahalli,124,2005-07-01,4.35E-05
Attiguppe,132,2005-07-01,4.35E-05
Hampi Nagar,133,2005-07-01,4.35E-05
Bapuji Nagar,134,2005-07-01,4.35E-05
Gali Anjenaya Temple ward,157,2005-07-01,4.35E-05
Deepanjali Nagar,158,2005-07-01,4.35E-05
Padarayanapura,135,2005-07-01,4.35E-05
Jagajivanaramnagar,136,2005-07-01,4.35E-05
Rayapuram,137,2005-07-01,4.35E-05
Chalavadipalya,138,2005-07-01,4.35E-05
K R Market,139,2005-07-01,4.35E-05
Chamrajapet,140,2005-07-01,4.35E-05
Azad Nagar,141,2005-07-01,4.35E-05
Sudham Nagara,118,2005-07-01,4.35E-05
Dharmaraya Swamy Temple,119,2005-07-01,4.35E-05
Sunkenahalli,142,2005-07-01,4.35E-05
Vishveshwara Puram,143,2005-07-01,4.35E-05
Siddapura,144,2005-07-01,4.35E-05
Hombegowda Nagara,145,2005-07-01,4.35E-05
Jayanagar,153,2005-07-01,4.35E-05
Hanumanth Nagar,155,2005-07-01,4.35E-05
Srinagar,156,2005-07-01,4.35E-05
Basavanagudi,154,2005-07-01,4.35E-05
Girinagar,162,2005-07-01,4.35E-05
Katriguppe,163,2005-07-01,4.35E-05
Vidyapeeta ward,164,2005-07-01,4.35E-05
Hosakerehalli,161,2005-07-01,4.35E-05
Ganesh Mandir ward,165,2005-07-01,4.35E-05
Karisandra,166,2005-07-01,4.35E-05
Yediyur,167,2005-07-01,4.35E-05
Banashankari Temple ward,180,2005-07-01,4.35E-05
Kumaraswamy Layout,181,2005-07-01,4.35E-05
Padmanabha Nagar,182,2005-07-01,4.35E-05
Lakkasandra,146,2005-07-01,4.35E-05
Adugodi,147,2005-07-01,4.35E-05
Ejipura,148,2005-07-01,4.35E-05
Koramangala,151,2005-07-01,4.35E-05
Suddagunte Palya,152,2005-07-01,4.35E-05
Sarakki,178,2005-07-01,4.35E-05
Jakkasandra,173,2005-07-01,4.35E-05
BTM Layout,176,2005-07-01,4.35E-05
Pattabhiram Nagar,168,2005-07-01,4.35E-05
Byrasandra,169,2005-07-01,4.35E-05
Shakambari Nagar,179,2005-07-01,4.35E-05
Varthuru,149,2005-07-01,4.37E-05
Bellanduru,150,2005-07-01,4.35E-05
Garudachar Playa,82,2005-07-01,4.35E-05
Kadugodi,83,2005-07-01,4.40E-05
Hagadur,84,2005-07-01,4.38E-05
Dodda Nekkundi,85,2005-07-01,4.35E-05
HSR Layout,174,2005-07-01,4.35E-05
Bommanahalli,175,2005-07-01,4.35E-05
Jaraganahalli,186,2005-07-01,4.35E-05
Puttenahalli,187,2005-07-01,4.35E-05
Bilekhalli,188,2005-07-01,4.35E-05
Hongasandra,189,2005-07-01,4.35E-05
Mangammanapalya,190,2005-07-01,4.35E-05
Singasandra,191,2005-07-01,4.35E-05
Arakere,193,2005-07-01,4.35E-05
Uttarahalli,184,2005-07-01,4.35E-05
Yelchenahalli,185,2005-07-01,4.35E-05
Begur,192,2005-07-01,4.35E-05
Gottigere,194,2005-07-01,4.35E-05
Konankunte,195,2005-07-01,4.35E-05
Anjanapura,196,2005-07-01,4.35E-05
Kempegowda Ward,1,2005-07-01,4.48E-05
K R Puram,52,2005-07-01,4.48E-05
Jnana Bharathi ward,129,2005-07-01,4.34E-05
Jayanagar East,170,2005-07-01,4.35E-05
Gurappanapalya,171,2005-07-01,4.35E-05
Chikkalsandra,183,2005-07-01,4.35E-05
Vasanthpura,197,2005-07-01,4.35E-05
J P Nagar,177,2005-07-01,4.35E-05
Madivala,172,2005-07-01,4.35E-05
Ramamurthy Nagar,26,2005-07-01,4.48E-05
Horamavu,25,2005-07-01,4.48E-05
Marathahalli,86,2005-07-01,4.35E-05
Hemmigepura,198,2005-07-01,4.34E-05
Chowdeswari Ward,2,2005-10-01,2.56E-05
Atturu,3,2005-10-01,2.56E-05
Yelahanka Satellite Town,4,2005-10-01,2.56E-05
Vijnanapura,51,2005-10-01,2.57E-05
Basavanapura,53,2005-10-01,2.56E-05
Hudi,54,2005-10-01,2.60E-05
Devasandra,55,2005-10-01,2.62E-05
A Narayanapura,56,2005-10-01,2.72E-05
Vijnana Nagar,81,2005-10-01,2.72E-05
HAL Airport,87,2005-10-01,2.72E-05
Dodda Bommasandra,10,2005-10-01,2.56E-05
Kuvempu Nagar,11,2005-10-01,2.56E-05
Jakkuru,5,2005-10-01,2.56E-05
Thanisandra,6,2005-10-01,2.56E-05
Byatarayanapura,7,2005-10-01,2.56E-05
Kodigehalli,8,2005-10-01,2.56E-05
Vidyaranyapura,9,2005-10-01,2.56E-05
Ullalu,130,2005-10-01,2.68E-05
Kengeri,159,2005-10-01,2.68E-05
Dodda Bidarakallu,40,2005-10-01,2.57E-05
Herohalli,72,2005-10-01,2.67E-05
Jalahalli,16,2005-10-01,2.56E-05
Rajarajeshwari Nagar,160,2005-10-01,2.72E-05
J P Park,17,2005-10-01,2.56E-05
Yeshwanthpura,37,2005-10-01,2.56E-05
HMT Ward,38,2005-10-01,2.56E-05
Lakshmi Devi Nagar,42,2005-10-01,2.56E-05
Laggere,69,2005-10-01,2.56E-05
Kottegepalya,73,2005-10-01,2.71E-05
Shettihalli,12,2005-10-01,2.56E-05
Mallasandra,13,2005-10-01,2.56E-05
Bagalakunte,14,2005-10-01,2.55E-05
T Dasarahalli,15,2005-10-01,2.56E-05
Chokkasandra,39,2005-10-01,2.56E-05
Peenya Industrial Area,41,2005-10-01,2.56E-05
Rajagopal Nagar,70,2005-10-01,2.58E-05
Hegganahalli,71,2005-10-01,2.61E-05
Vrisabhavathi Nagar,102,2005-10-01,2.72E-05
Nandini Layout,43,2005-10-01,2.56E-05
Marappana Palya,44,2005-10-01,2.56E-05
Nagapura,67,2005-10-01,2.59E-05
Mahalakshimpuram,68,2005-10-01,2.56E-05
Shakthi Ganapathi Nagar,74,2005-10-01,2.72E-05
Shankar Matt,75,2005-10-01,2.64E-05
Aramane Nagara,35,2005-10-01,2.57E-05
Mattikere,36,2005-10-01,2.56E-05
Malleswaram,45,2005-10-01,2.56E-05
Rajamahal Guttahalli,64,2005-10-01,2.60E-05
Kadu Malleshwar Ward,65,2005-10-01,2.60E-05
Subramanya Nagar,66,2005-10-01,2.56E-05
Gayithri Nagar,76,2005-10-01,2.69E-05
Radhakrishna Temple Ward,18,2005-10-01,2.56E-05
Sanjaya Nagar,19,2005-10-01,2.56E-05
Ganga Nagar,20,2005-10-01,2.56E-05
Hebbala,21,2005-10-01,2.56E-05
Vishwanath Nagenahalli,22,2005-10-01,2.56E-05
Manorayanapalya,33,2005-10-01,2.56E-05
Gangenahalli,34,2005-10-01,2.56E-05
Jayachamarajendra Nagar,46,2005-10-01,2.56E-05
Kushal Nagar,31,2005-10-01,2.56E-05
Kaval Bairasandra,32,2005-10-01,2.56E-05
Devara Jeevanahalli,47,2005-10-01,2.56E-05
Muneshwara Nagar,48,2005-10-01,2.56E-05
Sagayarapuram,60,2005-10-01,2.56E-05
S K Garden,61,2005-10-01,2.58E-05
Pulikeshinagar,78,2005-10-01,2.70E-05
Nagavara,23,2005-10-01,2.56E-05
HBR Layout,24,2005-10-01,2.56E-05
Banasavadi,27,2005-10-01,2.56E-05
Kammanahalli,28,2005-10-01,2.56E-05
Kacharkanahalli,29,2005-10-01,2.56E-05
Kadugondanahalli,30,2005-10-01,2.56E-05
Lingarajapura,49,2005-10-01,2.56E-05
Maruthi Seva Nagar,59,2005-10-01,2.65E-05
Konena Agrahara,113,2005-10-01,2.72E-05
Benniganahalli,50,2005-10-01,2.65E-05
C V Raman Nagar,57,2005-10-01,2.72E-05
New Tippasandara,58,2005-10-01,2.72E-05
Sarvagna Nagar,79,2005-10-01,2.72E-05
Hoysala Nagar,80,2005-10-01,2.72E-05
Jeevanbhima Nagar,88,2005-10-01,2.72E-05
Sampangiram Nagar,110,2005-10-01,2.72E-05
Ramaswamy Palya,62,2005-10-01,2.56E-05
Jayamahal,63,2005-10-01,2.69E-05
Halsoor,90,2005-10-01,2.72E-05
Bharathi Nagar,91,2005-10-01,2.72E-05
Shivaji Nagar,92,2005-10-01,2.72E-05
Vasanth Nagar,93,2005-10-01,2.72E-05
Shantala Nagar,111,2005-10-01,2.72E-05
Domlur,112,2005-10-01,2.72E-05
Agaram,114,2005-10-01,2.72E-05
Vannarpet,115,2005-10-01,2.72E-05
Nilasandra,116,2005-10-01,2.72E-05
Shanthi Nagar,117,2005-10-01,2.72E-05
Jogupalya,89,2005-10-01,2.72E-05
Chickpete,109,2005-10-01,2.72E-05
Cottonpete,120,2005-10-01,2.72E-05
Binnipete,121,2005-10-01,2.72E-05
Dattatreya Temple,77,2005-10-01,2.71E-05
Gandhinagar,94,2005-10-01,2.72E-05
Subhash Nagar,95,2005-10-01,2.72E-05
Okalipuram,96,2005-10-01,2.72E-05
Basaveshwara Nagar,100,2005-10-01,2.72E-05
Kamakshipalya,101,2005-10-01,2.72E-05
Shivanagara,107,2005-10-01,2.72E-05
Sriramamandir,108,2005-10-01,2.72E-05
Dayananda Nagar,97,2005-10-01,2.72E-05
Prakash Nagar,98,2005-10-01,2.72E-05
Rajaji Nagar,99,2005-10-01,2.72E-05
Kaveripura,103,2005-10-01,2.72E-05
Govindaraja Nagar,104,2005-10-01,2.72E-05
Agrahara Dasarahalli,105,2005-10-01,2.72E-05
Dr. Raj Kumar Ward,106,2005-10-01,2.72E-05
Marenahalli,125,2005-10-01,2.72E-05
Maruthi Mandir ward,126,2005-10-01,2.72E-05
Mudalapalya,127,2005-10-01,2.72E-05
Nagarabhavi,128,2005-10-01,2.72E-05
Nayandahalli,131,2005-10-01,2.72E-05
Kempapura Agrahara,122,2005-10-01,2.72E-05
Vijayanagar,123,2005-10-01,2.72E-05
Hosahalli,124,2005-10-01,2.72E-05
Attiguppe,132,2005-10-01,2.72E-05
Hampi Nagar,133,2005-10-01,2.72E-05
Bapuji Nagar,134,2005-10-01,2.72E-05
Gali Anjenaya Temple ward,157,2005-10-01,2.72E-05
Deepanjali Nagar,158,2005-10-01,2.72E-05
Padarayanapura,135,2005-10-01,2.72E-05
Jagajivanaramnagar,136,2005-10-01,2.72E-05
Rayapuram,137,2005-10-01,2.72E-05
Chalavadipalya,138,2005-10-01,2.72E-05
K R Market,139,2005-10-01,2.72E-05
Chamrajapet,140,2005-10-01,2.72E-05
Azad Nagar,141,2005-10-01,2.72E-05
Sudham Nagara,118,2005-10-01,2.72E-05
Dharmaraya Swamy Temple,119,2005-10-01,2.72E-05
Sunkenahalli,142,2005-10-01,2.72E-05
Vishveshwara Puram,143,2005-10-01,2.72E-05
Siddapura,144,2005-10-01,2.72E-05
Hombegowda Nagara,145,2005-10-01,2.72E-05
Jayanagar,153,2005-10-01,2.72E-05
Hanumanth Nagar,155,2005-10-01,2.72E-05
Srinagar,156,2005-10-01,2.72E-05
Basavanagudi,154,2005-10-01,2.72E-05
Girinagar,162,2005-10-01,2.72E-05
Katriguppe,163,2005-10-01,2.72E-05
Vidyapeeta ward,164,2005-10-01,2.72E-05
Hosakerehalli,161,2005-10-01,2.72E-05
Ganesh Mandir ward,165,2005-10-01,2.72E-05
Karisandra,166,2005-10-01,2.72E-05
Yediyur,167,2005-10-01,2.72E-05
Banashankari Temple ward,180,2005-10-01,2.72E-05
Kumaraswamy Layout,181,2005-10-01,2.72E-05
Padmanabha Nagar,182,2005-10-01,2.72E-05
Lakkasandra,146,2005-10-01,2.72E-05
Adugodi,147,2005-10-01,2.72E-05
Ejipura,148,2005-10-01,2.72E-05
Koramangala,151,2005-10-01,2.72E-05
Suddagunte Palya,152,2005-10-01,2.72E-05
Sarakki,178,2005-10-01,2.72E-05
Jakkasandra,173,2005-10-01,2.72E-05
BTM Layout,176,2005-10-01,2.72E-05
Pattabhiram Nagar,168,2005-10-01,2.72E-05
Byrasandra,169,2005-10-01,2.72E-05
Shakambari Nagar,179,2005-10-01,2.72E-05
Varthuru,149,2005-10-01,2.74E-05
Bellanduru,150,2005-10-01,2.72E-05
Garudachar Playa,82,2005-10-01,2.72E-05
Kadugodi,83,2005-10-01,2.75E-05
Hagadur,84,2005-10-01,2.75E-05
Dodda Nekkundi,85,2005-10-01,2.72E-05
HSR Layout,174,2005-10-01,2.72E-05
Bommanahalli,175,2005-10-01,2.72E-05
Jaraganahalli,186,2005-10-01,2.72E-05
Puttenahalli,187,2005-10-01,2.72E-05
Bilekhalli,188,2005-10-01,2.72E-05
Hongasandra,189,2005-10-01,2.72E-05
Mangammanapalya,190,2005-10-01,2.72E-05
Singasandra,191,2005-10-01,2.72E-05
Arakere,193,2005-10-01,2.72E-05
Uttarahalli,184,2005-10-01,2.72E-05
Yelchenahalli,185,2005-10-01,2.72E-05
Begur,192,2005-10-01,2.72E-05
Gottigere,194,2005-10-01,2.72E-05
Konankunte,195,2005-10-01,2.72E-05
Anjanapura,196,2005-10-01,2.72E-05
Kempegowda Ward,1,2005-10-01,2.56E-05
K R Puram,52,2005-10-01,2.56E-05
Jnana Bharathi ward,129,2005-10-01,2.70E-05
Jayanagar East,170,2005-10-01,2.72E-05
Gurappanapalya,171,2005-10-01,2.72E-05
Chikkalsandra,183,2005-10-01,2.72E-05
Vasanthpura,197,2005-10-01,2.72E-05
J P Nagar,177,2005-10-01,2.72E-05
Madivala,172,2005-10-01,2.72E-05
Ramamurthy Nagar,26,2005-10-01,2.56E-05
Horamavu,25,2005-10-01,2.56E-05
Marathahalli,86,2005-10-01,2.72E-05
Hemmigepura,198,2005-10-01,2.70E-05
HBR Layout,24,2006-01-01,4.14E-08
Banasavadi,27,2006-01-01,4.14E-08
Kammanahalli,28,2006-01-01,4.14E-08
Kacharkanahalli,29,2006-01-01,4.14E-08
Kadugondanahalli,30,2006-01-01,4.14E-08
Lingarajapura,49,2006-01-01,4.14E-08
Maruthi Seva Nagar,59,2006-01-01,7.02E-08
Konena Agrahara,113,2006-01-01,9.66E-08
Benniganahalli,50,2006-01-01,7.02E-08
C V Raman Nagar,57,2006-01-01,9.66E-08
New Tippasandara,58,2006-01-01,9.66E-08
Sarvagna Nagar,79,2006-01-01,9.66E-08
Hoysala Nagar,80,2006-01-01,9.66E-08
Jeevanbhima Nagar,88,2006-01-01,9.66E-08
Sampangiram Nagar,110,2006-01-01,9.66E-08
Ramaswamy Palya,62,2006-01-01,4.14E-08
Jayamahal,63,2006-01-01,8.74E-08
Halsoor,90,2006-01-01,9.66E-08
Bharathi Nagar,91,2006-01-01,9.66E-08
Shivaji Nagar,92,2006-01-01,9.66E-08
Vasanth Nagar,93,2006-01-01,9.66E-08
Shantala Nagar,111,2006-01-01,9.66E-08
Domlur,112,2006-01-01,9.66E-08
Agaram,114,2006-01-01,9.66E-08
Vannarpet,115,2006-01-01,9.66E-08
Nilasandra,116,2006-01-01,9.66E-08
Shanthi Nagar,117,2006-01-01,9.66E-08
Jogupalya,89,2006-01-01,9.66E-08
Chickpete,109,2006-01-01,9.66E-08
Cottonpete,120,2006-01-01,9.66E-08
Binnipete,121,2006-01-01,9.66E-08
Dattatreya Temple,77,2006-01-01,9.19E-08
Gandhinagar,94,2006-01-01,9.66E-08
Subhash Nagar,95,2006-01-01,9.66E-08
Okalipuram,96,2006-01-01,9.66E-08
Basaveshwara Nagar,100,2006-01-01,9.66E-08
Kamakshipalya,101,2006-01-01,9.66E-08
Shivanagara,107,2006-01-01,9.66E-08
Sriramamandir,108,2006-01-01,9.66E-08
Dayananda Nagar,97,2006-01-01,9.66E-08
Prakash Nagar,98,2006-01-01,9.66E-08
Rajaji Nagar,99,2006-01-01,9.66E-08
Kaveripura,103,2006-01-01,9.66E-08
Govindaraja Nagar,104,2006-01-01,9.66E-08
Agrahara Dasarahalli,105,2006-01-01,9.66E-08
Dr. Raj Kumar Ward,106,2006-01-01,9.66E-08
Marenahalli,125,2006-01-01,9.66E-08
Maruthi Mandir ward,126,2006-01-01,9.66E-08
Mudalapalya,127,2006-01-01,9.66E-08
Nagarabhavi,128,2006-01-01,9.66E-08
Nayandahalli,131,2006-01-01,9.66E-08
Kempapura Agrahara,122,2006-01-01,9.66E-08
Vijayanagar,123,2006-01-01,9.66E-08
Hosahalli,124,2006-01-01,9.66E-08
Attiguppe,132,2006-01-01,9.66E-08
Hampi Nagar,133,2006-01-01,9.66E-08
Bapuji Nagar,134,2006-01-01,9.66E-08
Gali Anjenaya Temple ward,157,2006-01-01,9.66E-08
Deepanjali Nagar,158,2006-01-01,9.66E-08
Padarayanapura,135,2006-01-01,9.66E-08
Jagajivanaramnagar,136,2006-01-01,9.66E-08
Rayapuram,137,2006-01-01,9.66E-08
Chalavadipalya,138,2006-01-01,9.66E-08
K R Market,139,2006-01-01,9.66E-08
Chamrajapet,140,2006-01-01,9.66E-08
Azad Nagar,141,2006-01-01,9.66E-08
Sudham Nagara,118,2006-01-01,9.66E-08
Dharmaraya Swamy Temple,119,2006-01-01,9.66E-08
Sunkenahalli,142,2006-01-01,9.66E-08
Vishveshwara Puram,143,2006-01-01,9.66E-08
Siddapura,144,2006-01-01,9.66E-08
Hombegowda Nagara,145,2006-01-01,9.66E-08
Jayanagar,153,2006-01-01,9.66E-08
Hanumanth Nagar,155,2006-01-01,9.66E-08
Srinagar,156,2006-01-01,9.66E-08
Basavanagudi,154,2006-01-01,9.66E-08
Girinagar,162,2006-01-01,9.66E-08
Katriguppe,163,2006-01-01,9.66E-08
Vidyapeeta ward,164,2006-01-01,9.66E-08
Hosakerehalli,161,2006-01-01,9.66E-08
Ganesh Mandir ward,165,2006-01-01,9.66E-08
Karisandra,166,2006-01-01,9.66E-08
Yediyur,167,2006-01-01,9.66E-08
Banashankari Temple ward,180,2006-01-01,9.66E-08
Kumaraswamy Layout,181,2006-01-01,9.66E-08
Padmanabha Nagar,182,2006-01-01,9.66E-08
Lakkasandra,146,2006-01-01,9.66E-08
Adugodi,147,2006-01-01,9.66E-08
Ejipura,148,2006-01-01,9.66E-08
Koramangala,151,2006-01-01,9.66E-08
Suddagunte Palya,152,2006-01-01,9.66E-08
Sarakki,178,2006-01-01,9.66E-08
Jakkasandra,173,2006-01-01,9.66E-08
BTM Layout,176,2006-01-01,9.66E-08
Pattabhiram Nagar,168,2006-01-01,9.66E-08
Byrasandra,169,2006-01-01,9.66E-08
Shakambari Nagar,179,2006-01-01,9.66E-08
Varthuru,149,2006-01-01,9.65E-08
Bellanduru,150,2006-01-01,9.66E-08
Garudachar Playa,82,2006-01-01,9.66E-08
Kadugodi,83,2006-01-01,9.01E-08
Hagadur,84,2006-01-01,9.63E-08
Dodda Nekkundi,85,2006-01-01,9.66E-08
HSR Layout,174,2006-01-01,9.66E-08
Bommanahalli,175,2006-01-01,9.66E-08
Jaraganahalli,186,2006-01-01,9.66E-08
Puttenahalli,187,2006-01-01,9.66E-08
Bilekhalli,188,2006-01-01,9.66E-08
Hongasandra,189,2006-01-01,9.66E-08
Mangammanapalya,190,2006-01-01,9.66E-08
Singasandra,191,2006-01-01,9.66E-08
Arakere,193,2006-01-01,9.66E-08
Uttarahalli,184,2006-01-01,9.66E-08
Yelchenahalli,185,2006-01-01,9.66E-08
Begur,192,2006-01-01,9.66E-08
Gottigere,194,2006-01-01,9.66E-08
Konankunte,195,2006-01-01,9.66E-08
Anjanapura,196,2006-01-01,9.66E-08
Kempegowda Ward,1,2006-01-01,4.14E-08
K R Puram,52,2006-01-01,4.14E-08
