WARD_NAME,WARD_NO,date,mean
Aramane Nagara,35,2016-10-01,2.52E-05
Mattikere,36,2016-10-01,2.49E-05
Malleswaram,45,2016-10-01,2.49E-05
Rajamahal Guttahalli,64,2016-10-01,2.58E-05
Kadu Malleshwar Ward,65,2016-10-01,2.58E-05
Subramanya Nagar,66,2016-10-01,2.49E-05
Gayithri Nagar,76,2016-10-01,2.79E-05
Radhakrishna Temple Ward,18,2016-10-01,2.49E-05
Sanjaya Nagar,19,2016-10-01,2.49E-05
Ganga Nagar,20,2016-10-01,2.49E-05
Hebbala,21,2016-10-01,2.49E-05
Vishwanath Nagenahalli,22,2016-10-01,2.49E-05
Manorayanapalya,33,2016-10-01,2.49E-05
Gangenahalli,34,2016-10-01,2.49E-05
Jayachamarajendra Nagar,46,2016-10-01,2.49E-05
Kushal Nagar,31,2016-10-01,2.49E-05
Kaval Bairasandra,32,2016-10-01,2.49E-05
Devara Jeevanahalli,47,2016-10-01,2.49E-05
Muneshwara Nagar,48,2016-10-01,2.49E-05
Sagayarapuram,60,2016-10-01,2.49E-05
S K Garden,61,2016-10-01,2.52E-05
Pulikeshinagar,78,2016-10-01,2.81E-05
Nagavara,23,2016-10-01,2.49E-05
HBR Layout,24,2016-10-01,2.49E-05
Banasavadi,27,2016-10-01,2.49E-05
Kammanahalli,28,2016-10-01,2.49E-05
Kacharkanahalli,29,2016-10-01,2.49E-05
Kadugondanahalli,30,2016-10-01,2.49E-05
Lingarajapura,49,2016-10-01,2.49E-05
Maruthi Seva Nagar,59,2016-10-01,2.68E-05
Konena Agrahara,113,2016-10-01,2.85E-05
Benniganahalli,50,2016-10-01,2.68E-05
C V Raman Nagar,57,2016-10-01,2.85E-05
New Tippasandara,58,2016-10-01,2.85E-05
Sarvagna Nagar,79,2016-10-01,2.85E-05
Hoysala Nagar,80,2016-10-01,2.85E-05
Jeevanbhima Nagar,88,2016-10-01,2.85E-05
Sampangiram Nagar,110,2016-10-01,2.85E-05
Ramaswamy Palya,62,2016-10-01,2.49E-05
Jayamahal,63,2016-10-01,2.79E-05
Halsoor,90,2016-10-01,2.85E-05
Bharathi Nagar,91,2016-10-01,2.85E-05
Shivaji Nagar,92,2016-10-01,2.85E-05
Vasanth Nagar,93,2016-10-01,2.85E-05
Shantala Nagar,111,2016-10-01,2.85E-05
Domlur,112,2016-10-01,2.85E-05
Agaram,114,2016-10-01,2.85E-05
Vannarpet,115,2016-10-01,2.85E-05
Nilasandra,116,2016-10-01,2.85E-05
Shanthi Nagar,117,2016-10-01,2.85E-05
Jogupalya,89,2016-10-01,2.85E-05
Chickpete,109,2016-10-01,2.85E-05
Cottonpete,120,2016-10-01,2.85E-05
Binnipete,121,2016-10-01,2.85E-05
Dattatreya Temple,77,2016-10-01,2.82E-05
Gandhinagar,94,2016-10-01,2.85E-05
Subhash Nagar,95,2016-10-01,2.85E-05
Okalipuram,96,2016-10-01,2.85E-05
Basaveshwara Nagar,100,2016-10-01,2.85E-05
Kamakshipalya,101,2016-10-01,2.85E-05
Shivanagara,107,2016-10-01,2.85E-05
Sriramamandir,108,2016-10-01,2.85E-05
Dayananda Nagar,97,2016-10-01,2.85E-05
Prakash Nagar,98,2016-10-01,2.85E-05
Rajaji Nagar,99,2016-10-01,2.85E-05
Kaveripura,103,2016-10-01,2.85E-05
Govindaraja Nagar,104,2016-10-01,2.85E-05
Agrahara Dasarahalli,105,2016-10-01,2.85E-05
Dr. Raj Kumar Ward,106,2016-10-01,2.85E-05
Marenahalli,125,2016-10-01,2.85E-05
Maruthi Mandir ward,126,2016-10-01,2.85E-05
Mudalapalya,127,2016-10-01,2.85E-05
Nagarabhavi,128,2016-10-01,2.85E-05
Nayandahalli,131,2016-10-01,2.85E-05
Kempapura Agrahara,122,2016-10-01,2.85E-05
Vijayanagar,123,2016-10-01,2.85E-05
Hosahalli,124,2016-10-01,2.85E-05
Attiguppe,132,2016-10-01,2.85E-05
Hampi Nagar,133,2016-10-01,2.85E-05
Bapuji Nagar,134,2016-10-01,2.85E-05
Gali Anjenaya Temple ward,157,2016-10-01,2.85E-05
Deepanjali Nagar,158,2016-10-01,2.85E-05
Padarayanapura,135,2016-10-01,2.85E-05
Jagajivanaramnagar,136,2016-10-01,2.85E-05
Rayapuram,137,2016-10-01,2.85E-05
Chalavadipalya,138,2016-10-01,2.85E-05
K R Market,139,2016-10-01,2.85E-05
Chamrajapet,140,2016-10-01,2.85E-05
Azad Nagar,141,2016-10-01,2.85E-05
Sudham Nagara,118,2016-10-01,2.85E-05
Dharmaraya Swamy Temple,119,2016-10-01,2.85E-05
Sunkenahalli,142,2016-10-01,2.85E-05
Vishveshwara Puram,143,2016-10-01,2.85E-05
Siddapura,144,2016-10-01,2.85E-05
Hombegowda Nagara,145,2016-10-01,2.85E-05
Jayanagar,153,2016-10-01,2.85E-05
Hanumanth Nagar,155,2016-10-01,2.85E-05
Srinagar,156,2016-10-01,2.85E-05
Basavanagudi,154,2016-10-01,2.85E-05
Girinagar,162,2016-10-01,2.85E-05
Katriguppe,163,2016-10-01,2.85E-05
Vidyapeeta ward,164,2016-10-01,2.85E-05
Hosakerehalli,161,2016-10-01,2.85E-05
Ganesh Mandir ward,165,2016-10-01,2.85E-05
Karisandra,166,2016-10-01,2.85E-05
Yediyur,167,2016-10-01,2.85E-05
Banashankari Temple ward,180,2016-10-01,2.85E-05
Kumaraswamy Layout,181,2016-10-01,2.85E-05
Padmanabha Nagar,182,2016-10-01,2.85E-05
Lakkasandra,146,2016-10-01,2.85E-05
Adugodi,147,2016-10-01,2.85E-05
Ejipura,148,2016-10-01,2.85E-05
Koramangala,151,2016-10-01,2.85E-05
Suddagunte Palya,152,2016-10-01,2.85E-05
Sarakki,178,2016-10-01,2.85E-05
Jakkasandra,173,2016-10-01,2.85E-05
BTM Layout,176,2016-10-01,2.85E-05
Pattabhiram Nagar,168,2016-10-01,2.85E-05
Byrasandra,169,2016-10-01,2.85E-05
Shakambari Nagar,179,2016-10-01,2.85E-05
Varthuru,149,2016-10-01,2.87E-05
Bellanduru,150,2016-10-01,2.85E-05
Garudachar Playa,82,2016-10-01,2.85E-05
Kadugodi,83,2016-10-01,2.86E-05
Hagadur,84,2016-10-01,2.89E-05
Dodda Nekkundi,85,2016-10-01,2.85E-05
HSR Layout,174,2016-10-01,2.85E-05
Bommanahalli,175,2016-10-01,2.85E-05
Jaraganahalli,186,2016-10-01,2.85E-05
Puttenahalli,187,2016-10-01,2.85E-05
Bilekhalli,188,2016-10-01,2.85E-05
Hongasandra,189,2016-10-01,2.85E-05
Mangammanapalya,190,2016-10-01,2.85E-05
Singasandra,191,2016-10-01,2.85E-05
Arakere,193,2016-10-01,2.85E-05
Uttarahalli,184,2016-10-01,2.85E-05
Yelchenahalli,185,2016-10-01,2.85E-05
Begur,192,2016-10-01,2.85E-05
Gottigere,194,2016-10-01,2.85E-05
Konankunte,195,2016-10-01,2.85E-05
Anjanapura,196,2016-10-01,2.85E-05
Kempegowda Ward,1,2016-10-01,2.49E-05
K R Puram,52,2016-10-01,2.49E-05
Jnana Bharathi ward,129,2016-10-01,2.85E-05
Jayanagar East,170,2016-10-01,2.85E-05
Gurappanapalya,171,2016-10-01,2.85E-05
Chikkalsandra,183,2016-10-01,2.85E-05
Vasanthpura,197,2016-10-01,2.85E-05
J P Nagar,177,2016-10-01,2.85E-05
Madivala,172,2016-10-01,2.85E-05
Ramamurthy Nagar,26,2016-10-01,2.49E-05
Horamavu,25,2016-10-01,2.49E-05
Marathahalli,86,2016-10-01,2.85E-05
Hemmigepura,198,2016-10-01,2.85E-05
Chowdeswari Ward,2,2017-01-01,6.23E-08
Atturu,3,2017-01-01,6.23E-08
Yelahanka Satellite Town,4,2017-01-01,6.23E-08
Vijnanapura,51,2017-01-01,6.88E-08
Basavanapura,53,2017-01-01,6.31E-08
Hudi,54,2017-01-01,1.02E-07
Devasandra,55,2017-01-01,1.18E-07
A Narayanapura,56,2017-01-01,2.16E-07
Vijnana Nagar,81,2017-01-01,2.21E-07
HAL Airport,87,2017-01-01,2.21E-07
Dodda Bommasandra,10,2017-01-01,6.23E-08
Kuvempu Nagar,11,2017-01-01,6.23E-08
Jakkuru,5,2017-01-01,6.23E-08
Thanisandra,6,2017-01-01,6.23E-08
Byatarayanapura,7,2017-01-01,6.23E-08
Kodigehalli,8,2017-01-01,6.23E-08
Vidyaranyapura,9,2017-01-01,6.23E-08
Ullalu,130,2017-01-01,1.94E-07
Kengeri,159,2017-01-01,1.94E-07
Dodda Bidarakallu,40,2017-01-01,8.26E-08
Herohalli,72,2017-01-01,1.91E-07
Jalahalli,16,2017-01-01,6.23E-08
Rajarajeshwari Nagar,160,2017-01-01,2.21E-07
J P Park,17,2017-01-01,6.23E-08
Yeshwanthpura,37,2017-01-01,6.23E-08
HMT Ward,38,2017-01-01,6.23E-08
Lakshmi Devi Nagar,42,2017-01-01,6.23E-08
Laggere,69,2017-01-01,6.24E-08
Kottegepalya,73,2017-01-01,2.15E-07
Shettihalli,12,2017-01-01,6.23E-08
Mallasandra,13,2017-01-01,6.23E-08
Bagalakunte,14,2017-01-01,6.30E-08
T Dasarahalli,15,2017-01-01,6.23E-08
Chokkasandra,39,2017-01-01,6.26E-08
Peenya Industrial Area,41,2017-01-01,6.25E-08
Rajagopal Nagar,70,2017-01-01,7.86E-08
Hegganahalli,71,2017-01-01,1.18E-07
Vrisabhavathi Nagar,102,2017-01-01,2.21E-07
Nandini Layout,43,2017-01-01,6.23E-08
Marappana Palya,44,2017-01-01,6.23E-08
Nagapura,67,2017-01-01,8.87E-08
Mahalakshimpuram,68,2017-01-01,6.23E-08
Shakthi Ganapathi Nagar,74,2017-01-01,2.21E-07
Shankar Matt,75,2017-01-01,1.43E-07
Aramane Nagara,35,2017-01-01,7.34E-08
Mattikere,36,2017-01-01,6.23E-08
Malleswaram,45,2017-01-01,6.23E-08
Rajamahal Guttahalli,64,2017-01-01,1.03E-07
Kadu Malleshwar Ward,65,2017-01-01,9.98E-08
Subramanya Nagar,66,2017-01-01,6.23E-08
Gayithri Nagar,76,2017-01-01,1.94E-07
Radhakrishna Temple Ward,18,2017-01-01,6.23E-08
Sanjaya Nagar,19,2017-01-01,6.23E-08
Ganga Nagar,20,2017-01-01,6.23E-08
Hebbala,21,2017-01-01,6.23E-08
Vishwanath Nagenahalli,22,2017-01-01,6.23E-08
Manorayanapalya,33,2017-01-01,6.23E-08
Gangenahalli,34,2017-01-01,6.23E-08
Jayachamarajendra Nagar,46,2017-01-01,6.23E-08
Kushal Nagar,31,2017-01-01,6.23E-08
Kaval Bairasandra,32,2017-01-01,6.23E-08
Devara Jeevanahalli,47,2017-01-01,6.23E-08
Muneshwara Nagar,48,2017-01-01,6.23E-08
Sagayarapuram,60,2017-01-01,6.23E-08
S K Garden,61,2017-01-01,7.38E-08
Pulikeshinagar,78,2017-01-01,2.03E-07
Nagavara,23,2017-01-01,6.23E-08
HBR Layout,24,2017-01-01,6.23E-08
Banasavadi,27,2017-01-01,6.23E-08
Kammanahalli,28,2017-01-01,6.23E-08
Kacharkanahalli,29,2017-01-01,6.23E-08
Kadugondanahalli,30,2017-01-01,6.23E-08
Lingarajapura,49,2017-01-01,6.23E-08
Maruthi Seva Nagar,59,2017-01-01,1.45E-07
Konena Agrahara,113,2017-01-01,2.21E-07
Benniganahalli,50,2017-01-01,1.45E-07
C V Raman Nagar,57,2017-01-01,2.21E-07
New Tippasandara,58,2017-01-01,2.21E-07
Sarvagna Nagar,79,2017-01-01,2.21E-07
Hoysala Nagar,80,2017-01-01,2.21E-07
Jeevanbhima Nagar,88,2017-01-01,2.21E-07
Sampangiram Nagar,110,2017-01-01,2.21E-07
Ramaswamy Palya,62,2017-01-01,6.23E-08
Jayamahal,63,2017-01-01,1.95E-07
Halsoor,90,2017-01-01,2.21E-07
Bharathi Nagar,91,2017-01-01,2.21E-07
Shivaji Nagar,92,2017-01-01,2.21E-07
Vasanth Nagar,93,2017-01-01,2.21E-07
Shantala Nagar,111,2017-01-01,2.21E-07
Domlur,112,2017-01-01,2.21E-07
Agaram,114,2017-01-01,2.21E-07
Vannarpet,115,2017-01-01,2.21E-07
Nilasandra,116,2017-01-01,2.21E-07
Shanthi Nagar,117,2017-01-01,2.21E-07
Jogupalya,89,2017-01-01,2.21E-07
Chickpete,109,2017-01-01,2.21E-07
Cottonpete,120,2017-01-01,2.21E-07
Binnipete,121,2017-01-01,2.21E-07
Dattatreya Temple,77,2017-01-01,2.08E-07
Gandhinagar,94,2017-01-01,2.21E-07
Subhash Nagar,95,2017-01-01,2.21E-07
Okalipuram,96,2017-01-01,2.21E-07
Basaveshwara Nagar,100,2017-01-01,2.21E-07
Kamakshipalya,101,2017-01-01,2.21E-07
Shivanagara,107,2017-01-01,2.21E-07
Sriramamandir,108,2017-01-01,2.21E-07
Dayananda Nagar,97,2017-01-01,2.21E-07
Prakash Nagar,98,2017-01-01,2.21E-07
Rajaji Nagar,99,2017-01-01,2.21E-07
Kaveripura,103,2017-01-01,2.21E-07
Govindaraja Nagar,104,2017-01-01,2.21E-07
Agrahara Dasarahalli,105,2017-01-01,2.21E-07
Dr. Raj Kumar Ward,106,2017-01-01,2.21E-07
Marenahalli,125,2017-01-01,2.21E-07
Maruthi Mandir ward,126,2017-01-01,2.21E-07
Mudalapalya,127,2017-01-01,2.21E-07
Nagarabhavi,128,2017-01-01,2.21E-07
Nayandahalli,131,2017-01-01,2.21E-07
Kempapura Agrahara,122,2017-01-01,2.21E-07
Vijayanagar,123,2017-01-01,2.21E-07
Hosahalli,124,2017-01-01,2.21E-07
Attiguppe,132,2017-01-01,2.21E-07
Hampi Nagar,133,2017-01-01,2.21E-07
Bapuji Nagar,134,2017-01-01,2.21E-07
Gali Anjenaya Temple ward,157,2017-01-01,2.21E-07
Deepanjali Nagar,158,2017-01-01,2.21E-07
Padarayanapura,135,2017-01-01,2.21E-07
Jagajivanaramnagar,136,2017-01-01,2.21E-07
Rayapuram,137,2017-01-01,2.21E-07
Chalavadipalya,138,2017-01-01,2.21E-07
K R Market,139,2017-01-01,2.21E-07
Chamrajapet,140,2017-01-01,2.21E-07
Azad Nagar,141,2017-01-01,2.21E-07
Sudham Nagara,118,2017-01-01,2.21E-07
Dharmaraya Swamy Temple,119,2017-01-01,2.21E-07
Sunkenahalli,142,2017-01-01,2.21E-07
Vishveshwara Puram,143,2017-01-01,2.21E-07
Siddapura,144,2017-01-01,2.21E-07
Hombegowda Nagara,145,2017-01-01,2.21E-07
Jayanagar,153,2017-01-01,2.21E-07
Hanumanth Nagar,155,2017-01-01,2.21E-07
Srinagar,156,2017-01-01,2.21E-07
Basavanagudi,154,2017-01-01,2.21E-07
Girinagar,162,2017-01-01,2.21E-07
Katriguppe,163,2017-01-01,2.21E-07
Vidyapeeta ward,164,2017-01-01,2.21E-07
Hosakerehalli,161,2017-01-01,2.21E-07
Ganesh Mandir ward,165,2017-01-01,2.21E-07
Karisandra,166,2017-01-01,2.21E-07
Yediyur,167,2017-01-01,2.21E-07
Banashankari Temple ward,180,2017-01-01,2.21E-07
Kumaraswamy Layout,181,2017-01-01,2.21E-07
Padmanabha Nagar,182,2017-01-01,2.21E-07
Lakkasandra,146,2017-01-01,2.21E-07
Adugodi,147,2017-01-01,2.21E-07
Ejipura,148,2017-01-01,2.21E-07
Koramangala,151,2017-01-01,2.21E-07
Suddagunte Palya,152,2017-01-01,2.21E-07
Sarakki,178,2017-01-01,2.21E-07
Jakkasandra,173,2017-01-01,2.21E-07
BTM Layout,176,2017-01-01,2.21E-07
Pattabhiram Nagar,168,2017-01-01,2.21E-07
Byrasandra,169,2017-01-01,2.21E-07
Shakambari Nagar,179,2017-01-01,2.21E-07
Varthuru,149,2017-01-01,2.26E-07
Bellanduru,150,2017-01-01,2.21E-07
Garudachar Playa,82,2017-01-01,2.21E-07
Kadugodi,83,2017-01-01,2.17E-07
Hagadur,84,2017-01-01,2.30E-07
Dodda Nekkundi,85,2017-01-01,2.21E-07
HSR Layout,174,2017-01-01,2.21E-07
Bommanahalli,175,2017-01-01,2.21E-07
Jaraganahalli,186,2017-01-01,2.21E-07
Puttenahalli,187,2017-01-01,2.21E-07
Bilekhalli,188,2017-01-01,2.21E-07
Hongasandra,189,2017-01-01,2.21E-07
Mangammanapalya,190,2017-01-01,2.21E-07
Singasandra,191,2017-01-01,2.21E-07
Arakere,193,2017-01-01,2.21E-07
Uttarahalli,184,2017-01-01,2.21E-07
Yelchenahalli,185,2017-01-01,2.21E-07
Begur,192,2017-01-01,2.21E-07
Gottigere,194,2017-01-01,2.21E-07
Konankunte,195,2017-01-01,2.21E-07
Anjanapura,196,2017-01-01,2.21E-07
Kempegowda Ward,1,2017-01-01,6.23E-08
K R Puram,52,2017-01-01,6.23E-08
Jnana Bharathi ward,129,2017-01-01,2.11E-07
Jayanagar East,170,2017-01-01,2.21E-07
Gurappanapalya,171,2017-01-01,2.21E-07
Chikkalsandra,183,2017-01-01,2.21E-07
Vasanthpura,197,2017-01-01,2.21E-07
J P Nagar,177,2017-01-01,2.21E-07
Madivala,172,2017-01-01,2.21E-07
Ramamurthy Nagar,26,2017-01-01,6.23E-08
Horamavu,25,2017-01-01,6.23E-08
Marathahalli,86,2017-01-01,2.21E-07
Hemmigepura,198,2017-01-01,2.09E-07
Chowdeswari Ward,2,2017-04-01,2.31E-05
Atturu,3,2017-04-01,2.31E-05
Yelahanka Satellite Town,4,2017-04-01,2.31E-05
Vijnanapura,51,2017-04-01,2.32E-05
Basavanapura,53,2017-04-01,2.32E-05
Hudi,54,2017-04-01,2.34E-05
Devasandra,55,2017-04-01,2.36E-05
A Narayanapura,56,2017-04-01,2.43E-05
Vijnana Nagar,81,2017-04-01,2.43E-05
HAL Airport,87,2017-04-01,2.43E-05
Dodda Bommasandra,10,2017-04-01,2.31E-05
Kuvempu Nagar,11,2017-04-01,2.31E-05
Jakkuru,5,2017-04-01,2.31E-05
Thanisandra,6,2017-04-01,2.31E-05
Byatarayanapura,7,2017-04-01,2.31E-05
Kodigehalli,8,2017-04-01,2.31E-05
Vidyaranyapura,9,2017-04-01,2.31E-05
Ullalu,130,2017-04-01,2.47E-05
Kengeri,159,2017-04-01,2.47E-05
Dodda Bidarakallu,40,2017-04-01,2.44E-05
Herohalli,72,2017-04-01,2.46E-05
Jalahalli,16,2017-04-01,2.31E-05
Rajarajeshwari Nagar,160,2017-04-01,2.43E-05
J P Park,17,2017-04-01,2.31E-05
Yeshwanthpura,37,2017-04-01,2.31E-05
HMT Ward,38,2017-04-01,2.31E-05
Lakshmi Devi Nagar,42,2017-04-01,2.31E-05
Laggere,69,2017-04-01,2.31E-05
Kottegepalya,73,2017-04-01,2.43E-05
Shettihalli,12,2017-04-01,2.32E-05
Mallasandra,13,2017-04-01,2.31E-05
Bagalakunte,14,2017-04-01,2.38E-05
T Dasarahalli,15,2017-04-01,2.31E-05
Chokkasandra,39,2017-04-01,2.34E-05
Peenya Industrial Area,41,2017-04-01,2.33E-05
Rajagopal Nagar,70,2017-04-01,2.33E-05
Hegganahalli,71,2017-04-01,2.40E-05
Vrisabhavathi Nagar,102,2017-04-01,2.43E-05
Nandini Layout,43,2017-04-01,2.31E-05
Marappana Palya,44,2017-04-01,2.31E-05
Nagapura,67,2017-04-01,2.33E-05
Mahalakshimpuram,68,2017-04-01,2.31E-05
Shakthi Ganapathi Nagar,74,2017-04-01,2.43E-05
Shankar Matt,75,2017-04-01,2.37E-05
Aramane Nagara,35,2017-04-01,2.32E-05
Mattikere,36,2017-04-01,2.31E-05
Malleswaram,45,2017-04-01,2.31E-05
Rajamahal Guttahalli,64,2017-04-01,2.34E-05
