DISPLAY_NA,WARD_NAME,WARD_NO,date,EVI_mean,NDVI_mean
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,7/1/2010,2213.515565,3447.711286
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,7/1/2010,2301.090848,3366.481977
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,7/1/2010,2160.018905,3099.125551
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,7/1/2010,1973.309799,2531.136827
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,7/1/2010,2520.498724,3484.236103
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,7/1/2010,3132.12805,3982.457874
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,7/1/2010,2637.797231,3423.84046
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,7/1/2010,2651.962728,3517.917364
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,7/1/2010,2274.888811,3049.574466
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,7/1/2010,2521.557346,3504.804998
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,7/1/2010,2417.399704,3198.889825
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,7/1/2010,2090.919934,2717.749547
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,7/1/2010,2286.309809,3064.753463
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,7/1/2010,2099.696646,2950.221723
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,7/1/2010,2179.331838,3175.900579
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,7/1/2010,1976.256023,2887.329859
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,7/1/2010,1528.098281,2051.405316
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,7/1/2010,1824.381727,2493.259864
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,7/1/2010,1683.869217,2403.896806
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,7/1/2010,1584.865591,2194.827816
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,7/1/2010,2403.110797,3377.237635
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,7/1/2010,2098.057278,3283.863111
"18, Malleshwaram West, Bengaluru",Malleswaram,45,7/1/2010,1955.734653,2678.482527
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,7/1/2010,1890.076048,2466.232114
