DISPLAY_NA,WARD_NAME,WARD_NO,date,EVI_mean,NDVI_mean
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,10/1/2014,2064.226126,3573.913773
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,10/1/2014,1792.84635,3105.188892
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,10/1/2014,2139.939969,3670.081069
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,10/1/2014,1901.542005,3289.519299
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,10/1/2014,1685.617278,2760.21965
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,10/1/2014,2142.044208,3484.437087
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,10/1/2014,2998.331356,4875.82084
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,10/1/2014,2210.732449,3630.294317
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,10/1/2014,2357.496668,3825.560145
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,10/1/2014,1868.958999,3194.677526
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,10/1/2014,2422.462941,3934.406415
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,10/1/2014,2183.480646,3537.189331
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,10/1/2014,1909.334045,3117.55696
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,10/1/2014,1769.737281,2855.392162
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,10/1/2014,1661.729386,2821.681879
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,10/1/2014,1849.079228,3187.203685
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,10/1/2014,1723.031514,3047.426247
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,10/1/2014,1627.617495,2946.044666
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,10/1/2014,1572.495406,2774.62511
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,10/1/2014,1551.185152,2699.808272
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,10/1/2014,1413.687639,2498.024575
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,10/1/2014,2645.979057,4500.946048
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,10/1/2014,1831.450625,3160.450483
"18, Malleshwaram West, Bengaluru",Malleswaram,45,10/1/2014,2326.288018,4118.434913
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,10/1/2014,1893.930532,3300.221722
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,10/1/2014,1789.806006,3193.602949
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,10/1/2014,1902.247654,3313.94516
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,10/1/2014,1489.26478,2689.537505
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,10/1/2014,2048.009516,3503.505368
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,10/1/2014,2227.411246,3789.567384
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,10/1/2014,2311.119935,3941.432167
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,10/1/2014,1932.786327,3223.561858
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,10/1/2014,1714.802418,2786.94069
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,10/1/2014,1708.21203,2793.353714
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,10/1/2014,2146.915643,3553.386917
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,10/1/2014,2119.850955,3545.843013
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,10/1/2014,1437.03942,2449.018151
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,10/1/2014,1702.784885,2797.464658
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,10/1/2014,2033.744931,3376.003134
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,10/1/2014,1502.578299,2539.080121
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,10/1/2014,1972.409309,3216.325854
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,10/1/2014,2185.911934,3477.389198
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,10/1/2014,1968.524029,3196.267152
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,10/1/2014,1790.248503,2826.090665
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,10/1/2014,1975.166701,3102.858942
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,10/1/2014,1890.725374,3015.076449
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,10/1/2014,1743.027561,2745.764371
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,10/1/2014,1699.184484,2787.380182
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,10/1/2014,1591.585632,2676.609658
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,10/1/2014,1683.646181,2796.536559
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,10/1/2014,2183.046275,3496.565656
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,10/1/2014,2353.156029,3702.460352
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,10/1/2014,2626.650219,4191.205417
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,10/1/2014,2498.163433,3899.17394
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,10/1/2014,2251.896718,3692.467603
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,10/1/2014,2530.149434,4135.711514
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,10/1/2014,2224.471011,3715.790949
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,10/1/2014,1913.893229,3181.151944
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,10/1/2014,2214.687805,3946.849921
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,10/1/2014,2435.162135,3854.105759
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,10/1/2014,2156.472994,3576.076415
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,10/1/2014,1972.040804,3478.900312
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,10/1/2014,1727.066388,2996.16067
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,10/1/2014,1238.41671,2145.130731
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,10/1/2014,2369.335964,4171.124789
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,10/1/2014,1944.172622,3371.549958
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,10/1/2014,2159.041473,3490.94136
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,10/1/2014,3020.649663,4677.278146
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,10/1/2014,2302.488107,3750.240066
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,10/1/2014,2197.9586,3551.114674
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,10/1/2014,1919.70747,3201.706951
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,10/1/2014,2100.279437,3543.049087
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,10/1/2014,1279.292035,2364.551963
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,10/1/2014,1589.022777,2661.38436
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,10/1/2014,1418.161543,2454.372083
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,10/1/2014,1522.941561,2748.199502
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,10/1/2014,1785.650576,3019.927576
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,10/1/2014,1645.382316,2801.108821
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,10/1/2014,1540.973466,2679.514006
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,10/1/2014,1508.887174,2678.51762
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,10/1/2014,1480.003738,2572.427226
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,10/1/2014,1494.227361,2661.835039
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,10/1/2014,1544.228631,2687.232303
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,10/1/2014,1349.95341,2420.604226
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,10/1/2014,1427.918427,2635.095345
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,10/1/2014,1471.274597,2682.115672
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,10/1/2014,1888.819519,3163.202067
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,10/1/2014,1573.909652,2710.992621
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,10/1/2014,1538.495944,2665.540691
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,10/1/2014,1531.450783,2612.133038
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,10/1/2014,1519.043346,2560.431019
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,10/1/2014,1551.361446,2609.324142
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,10/1/2014,1559.71152,2599.578454
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,10/1/2014,2350.441522,3780.528803
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,10/1/2014,2723.577079,4346.120206
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,10/1/2014,1268.994539,2190.705094
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,10/1/2014,1363.686451,2323.91401
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,10/1/2014,1426.735188,2449.116234
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,10/1/2014,1608.282486,2703.188782
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,10/1/2014,1545.723491,2622.632619
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,10/1/2014,1417.283692,2422.081858
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,10/1/2014,1505.219795,2548.994438
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,10/1/2014,1844.794142,2984.874799
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,10/1/2014,1337.934051,2307.487688
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,10/1/2014,1538.27581,2679.934584
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,10/1/2014,1540.33907,2699.155996
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,10/1/2014,1665.127812,2873.826113
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,10/1/2014,1359.107828,2457.47702
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,10/1/2014,1651.715409,2865.30217
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,10/1/2014,1584.9078,2653.803402
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,10/1/2014,1473.012872,2662.258868
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,10/1/2014,1317.458919,2357.440476
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,10/1/2014,1700.567786,3004.851831
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,10/1/2014,1770.3588,3173.953327
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,10/1/2014,1834.420486,3039.380708
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,10/1/2014,1660.490453,2800.053667
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,10/1/2014,2060.850232,3441.179914
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,10/1/2014,1637.215293,2878.529659
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,10/1/2014,1401.424214,2446.45406
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,10/1/2014,1625.439759,2849.876608
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,10/1/2014,1741.405662,2855.231735
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,10/1/2014,1437.62172,2420.696424
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,10/1/2014,1454.488473,2521.324816
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,10/1/2014,2124.090764,3290.969528
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,10/1/2014,1573.308968,2708.193786
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,10/1/2014,1776.21827,3063.071042
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,10/1/2014,1703.817975,2982.1784
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,10/1/2014,1581.892949,2710.227191
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,10/1/2014,1701.333615,2775.133205
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,10/1/2014,1672.124015,2757.26929
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,10/1/2014,1962.475215,3143.110133
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,10/1/2014,2306.286371,3785.709089
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,10/1/2014,2236.672575,3577.316955
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,10/1/2014,2199.716985,3595.139111
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,10/1/2014,1814.967652,2931.705564
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,10/1/2014,1704.22502,2843.546435
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,10/1/2014,2132.493615,3426.922318
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,10/1/2014,1765.512964,2872.825656
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,10/1/2014,1878.651788,3154.579194
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,10/1/2014,1979.802387,3355.986812
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,10/1/2014,1915.957333,3177.296375
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,10/1/2014,3080.887989,4590.175701
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,10/1/2014,2535.217356,3806.17363
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,10/1/2014,2111.394006,3261.115336
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,10/1/2014,2804.434131,4452.136504
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,10/1/2014,2818.610158,4253.443688
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,10/1/2014,2173.472857,3323.334646
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,10/1/2014,2384.299664,3688.905515
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,10/1/2014,1664.380885,2503.102823
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,10/1/2014,1819.359841,2873.813594
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,10/1/2014,2016.289701,3154.588413
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,10/1/2014,1976.175731,3082.852029
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,10/1/2014,1467.46314,2136.083955
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,10/1/2014,1896.969477,2781.507365
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,10/1/2014,2410.917477,3454.25416
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,10/1/2014,2380.22813,3458.988662
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,10/1/2014,2751.403864,4290.993174
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,10/1/2014,1696.758201,2678.219989
"469/2, Begur, Bengaluru",Begur,192,10/1/2014,2767.204003,4103.725065
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,10/1/2014,2958.548559,4343.551678
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,10/1/2014,2221.31377,3321.139213
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,10/1/2014,3141.621804,4746.843249
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,10/1/2014,2760.574078,4481.833598
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,10/1/2014,2354.741836,3614.975923
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,10/1/2014,2825.838685,4626.272604
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,10/1/2014,1617.509304,2572.296571
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,10/1/2014,1440.936075,2221.156517
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,10/1/2014,1510.929832,2488.565642
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,10/1/2014,2278.278865,3530.406459
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,10/1/2014,1747.155131,2827.839124
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,10/1/2014,1613.092307,2572.324932
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,10/1/2014,2612.059091,3860.45293
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,10/1/2014,2539.374978,3787.043103
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,10/1/2014,2370.116353,3470.285998
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,10/1/2014,3362.385595,5180.643408
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,1/1/2015,2013.91129,3625.021213
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,1/1/2015,1890.29633,3208.483809
