DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,1/1/2011,15358.5184
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,1/1/2011,15277.56052
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,1/1/2011,15285.21882
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,1/1/2011,15316.25476
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,1/1/2011,15340.27761
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,1/1/2011,15274.18668
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,1/1/2011,15286.70126
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,1/1/2011,15329.11326
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,1/1/2011,15348.21328
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,1/1/2011,15275.35551
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,1/1/2011,15359.84154
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,4/1/2011,15375.55719
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,4/1/2011,15412.45423
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,4/1/2011,15381.98563
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,4/1/2011,15399.39033
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,4/1/2011,15328.84334
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,4/1/2011,15352.90249
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,4/1/2011,15379.81394
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,4/1/2011,15384.19248
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,4/1/2011,15359.66445
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,4/1/2011,15341.62215
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,4/1/2011,15362.7088
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,4/1/2011,15371.25049
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,4/1/2011,15395.22102
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,4/1/2011,15414.11835
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,4/1/2011,15370.53866
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,4/1/2011,15364.93968
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,4/1/2011,15372.27132
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,4/1/2011,15453.36618
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,4/1/2011,15433.40649
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,4/1/2011,15506.16942
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,4/1/2011,15461.37434
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,4/1/2011,15408.50809
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,4/1/2011,15401.94962
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,4/1/2011,15425.97835
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,4/1/2011,15437.76382
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,4/1/2011,15486.50082
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,4/1/2011,15487.95124
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,4/1/2011,15512.16832
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,4/1/2011,15460.81713
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,4/1/2011,15429.69654
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,4/1/2011,15476.17942
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,4/1/2011,15478.31334
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,4/1/2011,15481.19783
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,4/1/2011,15509.92168
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,4/1/2011,15533.67721
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,4/1/2011,15529.17373
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,4/1/2011,15519.62954
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,4/1/2011,15476.11556
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,4/1/2011,15474.74929
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,4/1/2011,15449.30939
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,4/1/2011,15419.04155
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,4/1/2011,15447.21265
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,4/1/2011,15458.46808
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,4/1/2011,15456.66645
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,4/1/2011,15346.71926
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,4/1/2011,15414.06857
"18, Malleshwaram West, Bengaluru",Malleswaram,45,4/1/2011,15398.76488
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,4/1/2011,15351.31225
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,4/1/2011,15383.7517
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,4/1/2011,15405.99719
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,4/1/2011,15412.67419
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,4/1/2011,15387.18
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,4/1/2011,15378.06739
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,4/1/2011,15373.73073
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,4/1/2011,15384.96846
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,4/1/2011,15406.97535
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,4/1/2011,15397.36204
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,4/1/2011,15356.39895
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,4/1/2011,15378.99368
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,4/1/2011,15432.02821
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,4/1/2011,15414.11276
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,4/1/2011,15389.23584
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,4/1/2011,15423.16155
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,4/1/2011,15391.25579
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,4/1/2011,15378.88166
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,4/1/2011,15355.89419
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,4/1/2011,15429.25507
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,4/1/2011,15427.85574
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,4/1/2011,15409.72752
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,4/1/2011,15412.81141
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,4/1/2011,15429.22246
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,4/1/2011,15439.26265
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,4/1/2011,15426.32195
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,4/1/2011,15377.0969
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,4/1/2011,15328.43953
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,4/1/2011,15377.63425
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,4/1/2011,15359.42909
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,4/1/2011,15359.92166
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,4/1/2011,15349.29987
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,4/1/2011,15351.50132
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,4/1/2011,15351.36293
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,4/1/2011,15353.40449
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,4/1/2011,15358.6157
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,4/1/2011,15353.49159
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,4/1/2011,15328.24402
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,4/1/2011,15355.8037
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,4/1/2011,15354.76025
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,4/1/2011,15366.85804
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,4/1/2011,15335.139
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,4/1/2011,15334.42625
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,4/1/2011,15294.08193
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,4/1/2011,15357.99285
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,4/1/2011,15366.14853
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,4/1/2011,15372.32448
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,4/1/2011,15340.41779
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,4/1/2011,15425.14081
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,4/1/2011,15438.04735
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,4/1/2011,15442.61472
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,4/1/2011,15391.60283
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,4/1/2011,15407.09142
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,4/1/2011,15412.34575
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,4/1/2011,15435.40691
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,4/1/2011,15439.64568
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,4/1/2011,15466.46663
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,4/1/2011,15441.77161
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,4/1/2011,15446.92888
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,4/1/2011,15426.93709
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,4/1/2011,15427.13331
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,4/1/2011,15420.41619
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,4/1/2011,15471.07515
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,4/1/2011,15446.02399
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,4/1/2011,15446.5729
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,4/1/2011,15446.2268
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,4/1/2011,15431.15482
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,4/1/2011,15437.84177
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,4/1/2011,15442.32834
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,4/1/2011,15434.54456
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,4/1/2011,15433.60841
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,4/1/2011,15440.56511
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,4/1/2011,15431.98476
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,4/1/2011,15431.32648
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,4/1/2011,15450.54255
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,4/1/2011,15447.50124
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,4/1/2011,15453.69574
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,4/1/2011,15466.21892
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,4/1/2011,15464.40526
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,4/1/2011,15439.25384
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,4/1/2011,15453.94226
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,4/1/2011,15452.88148
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,4/1/2011,15449.11785
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,4/1/2011,15437.57699
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,4/1/2011,15438.99674
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,4/1/2011,15464.38661
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,4/1/2011,15406.76688
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,4/1/2011,15424.24662
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,4/1/2011,15411.13765
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,4/1/2011,15380.62875
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,4/1/2011,15355.89421
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,4/1/2011,15381.33441
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,4/1/2011,15353.80659
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,4/1/2011,15428.90311
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,4/1/2011,15445.38321
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,4/1/2011,15389.75197
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,4/1/2011,15435.13564
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,4/1/2011,15413.90607
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,4/1/2011,15409.67123
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,4/1/2011,15413.68059
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,4/1/2011,15403.4666
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,4/1/2011,15372.79967
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,4/1/2011,15364.89798
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,4/1/2011,15406.81413
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,4/1/2011,15431.42934
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,4/1/2011,15433.09126
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,4/1/2011,15363.66252
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,4/1/2011,15372.19138
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,4/1/2011,15340.97274
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,4/1/2011,15340.38547
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,4/1/2011,15359.3505
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,4/1/2011,15372.29713
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,4/1/2011,15336.47662
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,4/1/2011,15335.84166
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,4/1/2011,15347.51986
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,4/1/2011,15342.19439
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,4/1/2011,15375.72349
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,4/1/2011,15281.9596
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,4/1/2011,15283.15425
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,4/1/2011,15370.17759
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,4/1/2011,15321.3983
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,4/1/2011,15284.65716
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,4/1/2011,15342.11337
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,4/1/2011,15330.05158
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,4/1/2011,15344.44943
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,4/1/2011,15387.59517
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,4/1/2011,15345.50007
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,4/1/2011,15325.12194
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,4/1/2011,15374.78615
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,4/1/2011,15380.94225
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,4/1/2011,15353.28128
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,4/1/2011,15319.77671
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,4/1/2011,15414.79171
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,4/1/2011,15424.86026
"469/2, Begur, Bengaluru",Begur,192,4/1/2011,15327.24537
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,4/1/2011,15331.65145
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,4/1/2011,15354.31565
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,4/1/2011,15360.76337
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,4/1/2011,15370.94573
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,4/1/2011,15360.89747
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,4/1/2011,15437.9346
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,4/1/2011,15356.84453
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,4/1/2011,15363.40898
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,4/1/2011,15424.66757
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,4/1/2011,15420.82193
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,4/1/2011,15362.69713
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,4/1/2011,15359.50584
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,4/1/2011,15377.25379
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,4/1/2011,15400.32053
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,4/1/2011,15298.26387
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,4/1/2011,15384.02863
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,7/1/2011,15104.3875
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,7/1/2011,15176.59434
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,7/1/2011,15218.74231
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,7/1/2011,15261.1725
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,7/1/2011,15157.17957
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,7/1/2011,15162.92558
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,7/1/2011,15210.24992
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,7/1/2011,15201.71765
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,7/1/2011,15144.12415
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,7/1/2011,15194.10255
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,7/1/2011,15222.62211
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,7/1/2011,15182.1897
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,7/1/2011,15164.17399
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,7/1/2011,15226.17726
