DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,1/1/2006,15370.03751
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,1/1/2006,15261.50705
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,1/1/2006,15318.51622
"18, Malleshwaram West, Bengaluru",Malleswaram,45,1/1/2006,15315.12395
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,1/1/2006,15267.96272
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,1/1/2006,15288.62803
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,1/1/2006,15319.39461
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,1/1/2006,15320.36457
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,1/1/2006,15285.10778
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,1/1/2006,15275.16864
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,1/1/2006,15282.01061
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,1/1/2006,15294.67173
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,1/1/2006,15299.67912
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,1/1/2006,15292.505
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,1/1/2006,15266.14163
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,1/1/2006,15287.26743
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,1/1/2006,15348.27103
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,1/1/2006,15316.83828
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,1/1/2006,15304.38562
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,1/1/2006,15340.2463
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,1/1/2006,15313.70428
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,1/1/2006,15295.49058
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,1/1/2006,15284.46199
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,1/1/2006,15335.24822
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,1/1/2006,15325.08943
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,1/1/2006,15319.46022
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,1/1/2006,15313.237
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,1/1/2006,15330.28809
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,1/1/2006,15348.3119
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,1/1/2006,15328.47311
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,1/1/2006,15298.39443
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,1/1/2006,15271.21052
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,1/1/2006,15305.26753
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,1/1/2006,15275.7052
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,1/1/2006,15278.41713
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,1/1/2006,15276.69
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,1/1/2006,15267.90376
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,1/1/2006,15278.76593
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,1/1/2006,15283.21894
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,1/1/2006,15275.57508
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,1/1/2006,15267.13814
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,1/1/2006,15271.35546
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,1/1/2006,15302.68096
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,1/1/2006,15296.56049
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,1/1/2006,15282.45919
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,1/1/2006,15277.6695
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,1/1/2006,15271.30086
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,1/1/2006,15243.28106
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,1/1/2006,15314.31672
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,1/1/2006,15313.14242
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,1/1/2006,15311.49645
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,1/1/2006,15264.98293
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,1/1/2006,15355.39546
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,1/1/2006,15365.64892
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,1/1/2006,15361.50851
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,1/1/2006,15306.48146
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,1/1/2006,15340.29858
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,1/1/2006,15352.14621
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,1/1/2006,15350.90596
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,1/1/2006,15344.05597
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,1/1/2006,15369.29812
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,1/1/2006,15339.9727
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,1/1/2006,15344.26371
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,1/1/2006,15333.94408
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,1/1/2006,15327.74533
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,1/1/2006,15331.2243
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,1/1/2006,15386.83319
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,1/1/2006,15347.77587
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,1/1/2006,15346.72665
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,1/1/2006,15346.00132
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,1/1/2006,15331.82991
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,1/1/2006,15342.8976
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,1/1/2006,15354.90907
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,1/1/2006,15347.68333
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,1/1/2006,15336.37361
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,1/1/2006,15359.7059
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,1/1/2006,15340.3118
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,1/1/2006,15335.87869
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,1/1/2006,15350.90257
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,1/1/2006,15340.02533
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,1/1/2006,15351.11101
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,1/1/2006,15355.5525
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,1/1/2006,15356.17172
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,1/1/2006,15347.51384
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,1/1/2006,15356.3598
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,1/1/2006,15359.83484
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,1/1/2006,15358.53419
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,1/1/2006,15358.90009
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,1/1/2006,15352.24868
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,1/1/2006,15353.03192
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,1/1/2006,15330.54885
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,1/1/2006,15347.9861
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,1/1/2006,15314.91548
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,1/1/2006,15296.37565
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,1/1/2006,15277.77253
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,1/1/2006,15307.41733
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,1/1/2006,15274.69778
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,1/1/2006,15331.59667
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,1/1/2006,15332.21343
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,1/1/2006,15295.58106
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,1/1/2006,15329.29865
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,1/1/2006,15311.52952
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,1/1/2006,15306.98234
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,1/1/2006,15316.03163
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,1/1/2006,15311.2191
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,1/1/2006,15300.1951
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,1/1/2006,15289.37453
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,1/1/2006,15324.66373
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,1/1/2006,15337.80822
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,1/1/2006,15345.84019
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,1/1/2006,15294.56126
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,1/1/2006,15299.75288
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,1/1/2006,15280.26077
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,1/1/2006,15261.72567
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,1/1/2006,15285.33497
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,1/1/2006,15285.96722
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,1/1/2006,15252.19555
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,1/1/2006,15261.59111
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,1/1/2006,15274.6364
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,1/1/2006,15265.41428
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,1/1/2006,15296.17933
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,1/1/2006,15228.72126
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,1/1/2006,15234.48164
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,1/1/2006,15309.28729
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,1/1/2006,15303.04761
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,1/1/2006,15251.17005
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,1/1/2006,15280.1399
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,1/1/2006,15260.9352
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,1/1/2006,15269.94277
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,1/1/2006,15296.10105
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,1/1/2006,15263.8616
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,1/1/2006,15256.90686
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,1/1/2006,15299.04435
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,1/1/2006,15326.35197
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,1/1/2006,15317.19285
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,1/1/2006,15277.64037
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,1/1/2006,15364.44362
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,1/1/2006,15328.02948
"469/2, Begur, Bengaluru",Begur,192,1/1/2006,15296.31086
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,1/1/2006,15318.74703
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,1/1/2006,15290.84482
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,1/1/2006,15343.34429
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,1/1/2006,15279.43626
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,1/1/2006,15310.72369
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,1/1/2006,15353.72928
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,1/1/2006,15275.52631
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,1/1/2006,15279.33812
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,1/1/2006,15338.72086
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,1/1/2006,15343.74376
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,1/1/2006,15273.87108
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,1/1/2006,15274.61215
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,1/1/2006,15284.77268
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,1/1/2006,15317.83031
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,1/1/2006,15237.04753
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,1/1/2006,15351.52115
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,4/1/2006,15402.41153
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,4/1/2006,15406.53987
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,4/1/2006,15371.02211
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,4/1/2006,15469.29076
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,4/1/2006,15422.14581
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,4/1/2006,15434.05664
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,4/1/2006,15472.87399
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,4/1/2006,15458.46111
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,4/1/2006,15415.92876
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,4/1/2006,15387.82932
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,4/1/2006,15382.63248
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,4/1/2006,15377.21733
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,4/1/2006,15446.14761
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,4/1/2006,15457.87549
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,4/1/2006,15392.99127
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,4/1/2006,15385.81277
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,4/1/2006,15376.14429
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,4/1/2006,15482.89946
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,4/1/2006,15475.39408
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,4/1/2006,15477.05804
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,4/1/2006,15475.78662
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,4/1/2006,15436.94468
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,4/1/2006,15434.82873
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,4/1/2006,15452.143
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,4/1/2006,15472.14368
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,4/1/2006,15493.0229
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,4/1/2006,15499.6134
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,4/1/2006,15530.70482
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,4/1/2006,15505.77566
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,4/1/2006,15408.61157
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,4/1/2006,15473.68975
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,4/1/2006,15467.65349
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,4/1/2006,15483.34164
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,4/1/2006,15490.01577
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,4/1/2006,15510.37342
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,4/1/2006,15535.86769
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,4/1/2006,15524.04516
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,4/1/2006,15513.69088
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,4/1/2006,15504.35843
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,4/1/2006,15486.39718
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,4/1/2006,15467.10951
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,4/1/2006,15495.82536
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,4/1/2006,15503.30634
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,4/1/2006,15503.94882
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,4/1/2006,15377.0333
