DISPLAY_NA,WARD_NAME,WARD_NO,date,maximum_2m_air_temperature,minimum_2m_air_temperature
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,2003-01-01T00:00:00,305.1052246,289.8994751
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,2003-01-01T00:00:00,305.1052246,289.8994751
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,2003-01-01T00:00:00,305.1052246,289.8994751
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,2003-01-01T00:00:00,305.1052246,289.8994751
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,2003-01-01T00:00:00,305.1052246,289.8994751
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,2003-01-01T00:00:00,305.1052246,289.8994751
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,2003-01-01T00:00:00,305.1052246,289.8994751
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,2003-01-01T00:00:00,305.1052246,289.8994751
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,2003-01-01T00:00:00,305.1052246,289.8994751
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,2003-01-01T00:00:00,305.1052246,289.8994751
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,2003-01-01T00:00:00,305.1052246,289.8994751
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,2003-01-01T00:00:00,305.1052246,289.8994751
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,2003-01-01T00:00:00,305.1052246,289.8994751
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,2003-01-01T00:00:00,305.1052246,289.8994751
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,2003-01-01T00:00:00,305.1052246,289.8994751
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,2003-01-01T00:00:00,305.1052246,289.8994751
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,2003-01-01T00:00:00,305.1052246,289.8994751
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,2003-01-01T00:00:00,305.1052246,289.8994751
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,2003-01-01T00:00:00,305.1052246,289.8994751
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,2003-01-01T00:00:00,305.1052246,289.8994751
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,2003-01-01T00:00:00,305.1052246,289.8994751
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,2003-01-01T00:00:00,305.1052246,289.8994751
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,2003-01-01T00:00:00,305.1052246,289.8994751
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,2003-01-01T00:00:00,305.1052246,289.8994751
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,2003-01-01T00:00:00,305.1052246,289.8994751
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,2003-01-01T00:00:00,305.1052246,289.8994751
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,2003-01-01T00:00:00,305.1052246,289.8994751
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,2003-01-01T00:00:00,305.1052246,289.8994751
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,2003-01-01T00:00:00,305.1052246,289.8994751
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,2003-01-01T00:00:00,305.1052246,289.8994751
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,2003-01-01T00:00:00,305.1052246,289.8994751
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,2003-01-01T00:00:00,305.1052246,289.8994751
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,2003-01-01T00:00:00,305.1052246,289.8994751
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,2003-01-01T00:00:00,305.1052246,289.8994751
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,2003-01-01T00:00:00,305.1052246,289.8994751
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,2003-01-01T00:00:00,305.1052246,289.8994751
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,2003-01-01T00:00:00,305.1052246,289.8994751
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,2003-01-01T00:00:00,305.1052246,289.8994751
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,2003-01-01T00:00:00,305.1052246,289.8994751
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,2003-01-01T00:00:00,305.1052246,289.8994751
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,2003-01-01T00:00:00,305.1052246,289.8994751
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,2003-01-01T00:00:00,305.1052246,289.8994751
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,2003-01-01T00:00:00,305.1052246,289.8994751
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,2003-01-01T00:00:00,305.1052246,289.8994751
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,2003-01-01T00:00:00,305.1052246,289.8994751
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,2003-01-01T00:00:00,305.1052246,289.8994751
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,2003-01-01T00:00:00,305.1052246,289.8994751
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,2003-01-01T00:00:00,305.1052246,289.8994751
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,2003-01-01T00:00:00,305.1052246,289.8994751
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,2003-01-01T00:00:00,305.1052246,289.8994751
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,2003-01-01T00:00:00,305.1052246,289.8994751
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,2003-01-01T00:00:00,305.1052246,289.8994751
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,2003-01-01T00:00:00,305.1052246,289.8994751
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,2003-01-01T00:00:00,305.1052246,289.8994751
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,2003-01-01T00:00:00,305.1052246,289.8994751
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,2003-01-01T00:00:00,305.1052246,289.8994751
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,2003-01-01T00:00:00,305.1052246,289.8994751
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,2003-01-01T00:00:00,305.1052246,289.8994751
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,2003-01-01T00:00:00,305.1052246,289.8994751
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,2003-01-01T00:00:00,305.1052246,289.8994751
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,2003-04-01T00:00:00,309.0259399,293.8078308
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,2003-04-01T00:00:00,309.0259399,293.8078308
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,2003-04-01T00:00:00,309.0259399,293.8078308
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,2003-04-01T00:00:00,308.9871944,293.7033608
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,2003-04-01T00:00:00,309.0259399,293.8078308
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,2003-04-01T00:00:00,309.0259399,293.8078308
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,2003-04-01T00:00:00,308.8893974,293.5138221
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,2003-04-01T00:00:00,308.9522833,293.6092296
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,2003-04-01T00:00:00,309.0259399,293.8078308
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,2003-04-01T00:00:00,309.0259399,293.8078308
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,2003-04-01T00:00:00,309.0259399,293.8078308
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,2003-04-01T00:00:00,309.0259399,293.8078308
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,2003-04-01T00:00:00,309.0259399,293.8078308
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,2003-04-01T00:00:00,309.0259399,293.8078308
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,2003-04-01T00:00:00,309.0259399,293.8078308
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,2003-04-01T00:00:00,309.0259399,293.8078308
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,2003-04-01T00:00:00,309.0259399,293.8078308
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,2003-04-01T00:00:00,309.0259399,293.8078308
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,2003-04-01T00:00:00,309.0259399,293.8078308
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,2003-04-01T00:00:00,309.0259399,293.8078308
"469/2, Begur, Bengaluru",Begur,192,2003-04-01T00:00:00,309.0259399,293.8078308
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,2003-04-01T00:00:00,309.0259399,293.8078308
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,2003-04-01T00:00:00,309.0259399,293.8078308
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,2003-04-01T00:00:00,309.0259399,293.8078308
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,2003-04-01T00:00:00,308.6517944,293.8240967
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,2003-04-01T00:00:00,308.6517944,293.8240967
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,2003-04-01T00:00:00,309.1381059,293.9241672
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,2003-04-01T00:00:00,309.0259399,293.8078308
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,2003-04-01T00:00:00,309.0259399,293.8078308
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,2003-04-01T00:00:00,309.0259399,293.8078308
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,2003-04-01T00:00:00,309.0259399,293.8078308
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,2003-04-01T00:00:00,309.0259399,293.8078308
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,2003-04-01T00:00:00,309.0259399,293.8078308
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,2003-04-01T00:00:00,308.6517944,293.8240967
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,2003-04-01T00:00:00,308.6517944,293.8240967
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,2003-04-01T00:00:00,309.0259399,293.8078308
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,2003-04-01T00:00:00,309.1636658,293.9506775
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,2003-04-01T00:00:00,308.6517944,293.8240967
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,2003-04-01T00:00:00,308.6517944,293.8240967
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,2003-04-01T00:00:00,308.6517944,293.8240967
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,2003-04-01T00:00:00,308.667172,293.8234281
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,2003-04-01T00:00:00,308.6536812,293.8240147
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,2003-04-01T00:00:00,308.7436713,293.8018757
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,2003-04-01T00:00:00,308.7838002,293.8183578
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,2003-04-01T00:00:00,309.0133964,293.8083761
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,2003-04-01T00:00:00,309.0259399,293.8078308
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,2003-04-01T00:00:00,309.0259399,293.8078308
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,2003-04-01T00:00:00,308.6517944,293.8240967
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,2003-04-01T00:00:00,308.6517944,293.8240967
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,2003-04-01T00:00:00,308.6517944,293.8240967
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,2003-04-01T00:00:00,308.6517944,293.8240967
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,2003-04-01T00:00:00,308.6517944,293.8240967
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,2003-04-01T00:00:00,308.6517944,293.8240967
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,2003-04-01T00:00:00,308.6517944,293.8240967
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,2003-04-01T00:00:00,309.3312566,294.1244996
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,2003-04-01T00:00:00,309.3312683,294.1245117
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,2003-04-01T00:00:00,309.1088368,294.2925229
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,2003-04-01T00:00:00,309.3248939,294.1284796
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,2003-04-01T00:00:00,308.6517944,293.8240967
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,2003-04-01T00:00:00,309.0259399,293.8078308
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,2003-04-01T00:00:00,308.6517944,293.8240967
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,2003-04-01T00:00:00,308.6517944,293.8240967
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,2003-04-01T00:00:00,308.6517944,293.8240967
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,2003-04-01T00:00:00,308.6517944,293.8240967
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,2003-04-01T00:00:00,308.652086,293.824084
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,2003-04-01T00:00:00,309.0107843,293.8084897
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,2003-04-01T00:00:00,308.6538263,293.8265038
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,2003-04-01T00:00:00,308.6517944,293.8240967
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,2003-04-01T00:00:00,308.8669423,294.0789772
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,2003-04-01T00:00:00,308.6517944,293.8240967
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,2003-04-01T00:00:00,308.7453974,293.9349859
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,2003-04-01T00:00:00,308.7103935,293.8935175
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,2003-04-01T00:00:00,308.690055,293.8224333
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,2003-04-01T00:00:00,308.9250053,293.9823733
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,2003-04-01T00:00:00,309.0259399,293.8078308
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,2003-04-01T00:00:00,308.6517944,293.8240967
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,2003-04-01T00:00:00,308.6517944,293.8240967
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,2003-04-01T00:00:00,308.7139214,293.8213957
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,2003-04-01T00:00:00,308.6517944,293.8240967
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,2003-04-01T00:00:00,309.0259399,293.8078308
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,2003-04-01T00:00:00,308.8422438,293.8158169
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,2003-04-01T00:00:00,308.6779611,293.8229591
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,2003-04-01T00:00:00,308.6517944,293.8240967
"18, Malleshwaram West, Bengaluru",Malleswaram,45,2003-04-01T00:00:00,308.6517944,293.8240967
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,2003-04-01T00:00:00,308.7468936,293.8199623
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,2003-04-01T00:00:00,308.7399778,293.8202629
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,2003-04-01T00:00:00,308.6517944,293.8240967
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,2003-04-01T00:00:00,308.9609469,293.8106564
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,2003-04-01T00:00:00,308.6517944,293.8240967
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,2003-04-01T00:00:00,308.6517944,293.8240967
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,2003-04-01T00:00:00,308.6517944,293.8240967
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,2003-04-01T00:00:00,308.6517944,293.8240967
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,2003-04-01T00:00:00,308.6517944,293.8240967
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,2003-04-01T00:00:00,308.6517944,293.8240967
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,2003-04-01T00:00:00,308.6517944,293.8240967
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,2003-04-01T00:00:00,308.6517944,293.8240967
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,2003-04-01T00:00:00,308.6517944,293.8240967
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,2003-04-01T00:00:00,308.6517944,293.8240967
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,2003-04-01T00:00:00,308.6517944,293.8240967
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,2003-04-01T00:00:00,308.6517944,293.8240967
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,2003-04-01T00:00:00,308.6517944,293.8240967
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,2003-04-01T00:00:00,308.6787339,293.8229255
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,2003-04-01T00:00:00,308.9836337,293.8096701
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,2003-04-01T00:00:00,308.6517944,293.8240967
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,2003-04-01T00:00:00,308.6517944,293.8240967
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,2003-04-01T00:00:00,308.6517944,293.8240967
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,2003-04-01T00:00:00,308.6517944,293.8240967
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,2003-04-01T00:00:00,308.6517944,293.8240967
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,2003-04-01T00:00:00,308.6517944,293.8240967
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,2003-04-01T00:00:00,308.6517944,293.8240967
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,2003-04-01T00:00:00,308.8470697,293.8156071
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,2003-04-01T00:00:00,309.0259399,293.8078308
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,2003-04-01T00:00:00,308.8466115,293.8156271
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,2003-04-01T00:00:00,309.0259399,293.8078308
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,2003-04-01T00:00:00,309.0259399,293.8078308
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,2003-04-01T00:00:00,309.0259399,293.8078308
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,2003-04-01T00:00:00,309.0259399,293.8078308
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,2003-04-01T00:00:00,309.0259399,293.8078308
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,2003-04-01T00:00:00,309.0259399,293.8078308
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,2003-04-01T00:00:00,308.6517944,293.8240967
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,2003-04-01T00:00:00,308.9633099,293.8105536
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,2003-04-01T00:00:00,309.0259399,293.8078308
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,2003-04-01T00:00:00,309.0259399,293.8078308
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,2003-04-01T00:00:00,309.0259399,293.8078308
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,2003-04-01T00:00:00,309.0259399,293.8078308
